大陆,#genre#
GOOD TV CH31 福音佈道音樂會,http://live.streamingfast.net/osmflivech31.m3u8
GOOD TV CH32 特會系列：禱告與轉化,http://live.streamingfast.net/osmflivech32.m3u8
GOOD TV CH33 特會系列：研經培靈,http://live.streamingfast.net/osmflivech33.m3u8
GOOD TV CH36 特會系列：超自然大能．醫治釋放,http://live.streamingfast.net/osmflivech36.m3u8
GOOD TV CH37 特會系列：以色列專題,http://live.streamingfast.net/osmflivech37.m3u8
GOOD TV CH38 特會系列：青年特會,http://live.streamingfast.net/osmflivech38.m3u8
GOOD TV CH40 家庭8點檔轉轉發現愛,http://live.streamingfast.net/osmflivech40.m3u8
GOOD TV CH41 幸福學堂,http://live.streamingfast.net/osmflivech41.m3u8
GOOD TV CH44 烤箱讀書會,http://live.streamingfast.net/osmflivech44.m3u8
GOOD TV CH45 卡通,http://live.streamingfast.net/osmflivech45.m3u8
GOOD TV CH49 禱告頻道,http://live.streamingfast.net/osmflivech49.m3u8
GOOD TV CH5 共享觀點 短版,http://live.streamingfast.net/osmflivech5.m3u8
GOOD TV CH50 國際講員 中文發音,http://live.streamingfast.net/osmflivech50.m3u8
GOOD TV CH7 禱告大軍 信息,http://live.streamingfast.net/osmflivech7.m3u8
GOOD TV CH8 幸福學堂 短版,http://live.streamingfast.net/osmflivech8.m3u8
GOOD TV CH9 愛+好醫生 短版,http://live.streamingfast.net/osmflivech9.m3u8
希望電視台,http://bcliveuniv-lh.akamaihd.net/i/Live_1@384161/master.m3u8

旅游,#genre#
亞旅衛視,http://hls.jingchangkan.tv/jingchangkan/156722438_0HaM/index.m3u8

